date_time,holiday,temp,clouds_all,weather_main,traffic_volume,weekday,hour,month
2012-10-08 13:00:00,no holiday,282.34,40,Clouds,4602,0,Afternoon,10
2012-10-08 14:00:00,no holiday,282.94,40,Clouds,5125,0,Afternoon,10
2012-10-08 15:00:00,no holiday,283.48,1,Clear,5502,0,Afternoon,10
2012-10-08 16:00:00,no holiday,284.33,1,Clear,5979,0,Evening,10
2012-10-08 17:00:00,no holiday,284.48,40,Clouds,5663,0,Evening,10
2012-10-08 18:00:00,no holiday,284.23,40,Clouds,4259,0,Evening,10
2012-10-08 19:00:00,no holiday,281.99,20,Clouds,3069,0,Evening,10
2012-10-08 20:00:00,no holiday,279.81,1,Clear,2378,0,Night,10
2012-10-08 21:00:00,no holiday,279.35,1,Clear,2030,0,Night,10
2012-10-08 22:00:00,no holiday,278.9,1,Clear,1400,0,Night,10
2012-10-08 23:00:00,no holiday,278.46,1,Clear,917,0,Night,10
2012-10-09 00:00:00,no holiday,277.78,1,Clear,515,1,Late Night,10
2012-10-09 01:00:00,no holiday,277.27,1,Clear,302,1,Late Night,10
2012-10-09 02:00:00,no holiday,277.47,1,Clear,251,1,Late Night,10
2012-10-09 04:00:00,no holiday,276.97,20,Clouds,798,1,Early Morning,10
2012-10-09 05:00:00,no holiday,276.52,40,Clouds,2678,1,Early Morning,10
2012-10-09 06:00:00,no holiday,276.6,40,Clouds,5733,1,Early Morning,10
2012-10-09 07:00:00,no holiday,277.31,75,Clouds,6449,1,Early Morning,10
2012-10-09 08:00:00,no holiday,278.38,90,Clouds,5765,1,Morning,10
2012-10-09 09:00:00,no holiday,279.35,90,Clouds,5599,1,Morning,10
2012-10-09 10:00:00,no holiday,281.37,90,Clouds,4534,1,Morning,10
2012-10-09 11:00:00,no holiday,283.11,90,Clouds,4691,1,Morning,10
2012-10-09 12:00:00,no holiday,284.08,75,Clouds,5067,1,Afternoon,10
2012-10-09 13:00:00,no holiday,285.14,75,Clouds,5030,1,Afternoon,10
2012-10-09 14:00:00,no holiday,286.35,90,Clouds,5300,1,Afternoon,10
2012-10-09 15:00:00,no holiday,287.23,100,Rain,5777,1,Afternoon,10
2012-10-09 16:00:00,no holiday,288.53,90,Clouds,6349,1,Evening,10
2012-10-09 17:00:00,no holiday,290.37,90,Clouds,6127,1,Evening,10
2012-10-09 18:00:00,no holiday,290.13,90,Clouds,4460,1,Evening,10
2012-10-09 19:00:00,no holiday,288.86,75,Clouds,3418,1,Evening,10
2012-10-09 20:00:00,no holiday,287.36,90,Clouds,2775,1,Night,10
2012-10-09 21:00:00,no holiday,285.11,90,Clouds,2306,1,Night,10
2012-10-09 22:00:00,no holiday,283.46,90,Clouds,1846,1,Night,10
2012-10-09 23:00:00,no holiday,282.45,90,Clouds,947,1,Night,10
2012-10-10 00:00:00,no holiday,281.88,90,Clouds,494,2,Late Night,10
2012-10-10 01:00:00,no holiday,281.78,90,Clouds,332,2,Late Night,10
2012-10-10 02:00:00,no holiday,281.09,75,Clouds,261,2,Late Night,10
2012-10-10 03:00:00,no holiday,281.17,90,Clouds,361,2,Late Night,10
2012-10-10 06:00:00,no holiday,281.25,92,Clear,5875,2,Early Morning,10
2012-10-10 07:00:00,no holiday,281.25,99,Rain,6793,2,Early Morning,10
2012-10-10 07:00:00,no holiday,281.25,99,Drizzle,6793,2,Early Morning,10
2012-10-10 08:00:00,no holiday,280.1,99,Rain,6283,2,Morning,10
2012-10-10 08:00:00,no holiday,280.1,99,Drizzle,6283,2,Morning,10
2012-10-10 09:00:00,no holiday,279.61,99,Rain,5680,2,Morning,10
2012-10-10 09:00:00,no holiday,279.61,99,Drizzle,5680,2,Morning,10
2012-10-10 10:00:00,no holiday,279.67,99,Clear,4632,2,Morning,10
2012-10-10 11:00:00,no holiday,280.19,1,Clear,4887,2,Morning,10
2012-10-10 12:00:00,no holiday,282.09,75,Clouds,5030,2,Afternoon,10
2012-10-10 13:00:00,no holiday,282.26,75,Clouds,5067,2,Afternoon,10
2012-10-10 14:00:00,no holiday,282.05,90,Clouds,5227,2,Afternoon,10
2012-10-10 15:00:00,no holiday,281.59,90,Clouds,5610,2,Afternoon,10
2012-10-10 16:00:00,no holiday,281.23,81,Clear,6286,2,Evening,10
2012-10-10 18:00:00,no holiday,282.6,81,Clear,4775,2,Evening,10
2012-10-10 19:00:00,no holiday,282.6,81,Clear,3340,2,Evening,10
2012-10-10 20:00:00,no holiday,282.6,81,Clear,3013,2,Night,10
2012-10-10 21:00:00,no holiday,282.6,81,Clear,2603,2,Night,10
2012-10-10 22:00:00,no holiday,282.6,81,Clear,1910,2,Night,10
2012-10-10 23:00:00,no holiday,282.6,81,Clear,1037,2,Night,10
2012-10-11 01:00:00,no holiday,273.9,1,Clear,347,3,Late Night,10
2012-10-11 03:00:00,no holiday,274.4,75,Clouds,350,3,Late Night,10
2012-10-11 04:00:00,no holiday,274.05,75,Clouds,850,3,Early Morning,10
2012-10-11 05:00:00,no holiday,273.71,40,Clouds,2791,3,Early Morning,10
2012-10-11 06:00:00,no holiday,272.66,1,Clear,5809,3,Early Morning,10
2012-10-11 07:00:00,no holiday,272.65,1,Clear,6798,3,Early Morning,10
2012-10-11 08:00:00,no holiday,272.52,1,Clear,6304,3,Morning,10
2012-10-11 09:00:00,no holiday,275.19,20,Clouds,5291,3,Morning,10
2012-10-11 10:00:00,no holiday,275.34,1,Clear,4638,3,Morning,10
2012-10-11 14:00:00,no holiday,284.1,50,Clear,5557,3,Afternoon,10
2012-10-11 15:00:00,no holiday,284.1,50,Clear,5818,3,Afternoon,10
2012-10-11 16:00:00,no holiday,283.78,75,Clouds,6272,3,Evening,10
2012-10-11 17:00:00,no holiday,283.52,75,Clouds,5944,3,Evening,10
2012-10-11 18:00:00,no holiday,283.32,90,Clouds,4949,3,Evening,10
2012-10-11 19:00:00,no holiday,282.06,90,Clouds,3511,3,Evening,10
2012-10-11 20:00:00,no holiday,281.95,90,Clouds,3039,3,Night,10
2012-10-11 21:00:00,no holiday,281.81,90,Clouds,2679,3,Night,10
2012-10-11 22:00:00,no holiday,282.16,90,Clouds,2094,3,Night,10
2012-10-11 23:00:00,no holiday,282.53,90,Clouds,1284,3,Night,10
2012-10-12 00:00:00,no holiday,283.91,90,Clouds,630,4,Late Night,10
2012-10-12 01:00:00,no holiday,284.64,90,Clouds,410,4,Late Night,10
2012-10-12 02:00:00,no holiday,284.61,90,Clouds,331,4,Late Night,10
2012-10-12 03:00:00,no holiday,283.18,72,Drizzle,372,4,Late Night,10
2012-10-12 04:00:00,no holiday,282.26,72,Rain,739,4,Early Morning,10
2012-10-12 05:00:00,no holiday,280.77,72,Drizzle,2561,4,Early Morning,10
2012-10-12 06:00:00,no holiday,278.53,75,Clouds,5586,4,Early Morning,10
2012-10-12 07:00:00,no holiday,277.64,75,Clouds,6992,4,Early Morning,10
2012-10-12 08:00:00,no holiday,277.9,90,Clouds,5860,4,Morning,10
2012-10-12 09:00:00,no holiday,278.18,90,Clouds,5230,4,Morning,10
2012-10-12 10:00:00,no holiday,279.29,75,Clouds,4864,4,Morning,10
2012-10-12 11:00:00,no holiday,280.45,75,Clouds,5146,4,Morning,10
2012-10-12 12:00:00,no holiday,280.95,40,Clouds,5526,4,Afternoon,10
2012-10-12 13:00:00,no holiday,281.74,40,Clouds,5383,4,Afternoon,10
2012-10-12 14:00:00,no holiday,281.84,75,Clouds,5758,4,Afternoon,10
2012-10-12 15:00:00,no holiday,282.45,75,Clouds,5889,4,Afternoon,10
2012-10-12 16:00:00,no holiday,282.2,75,Clouds,6057,4,Evening,10
2012-10-12 17:00:00,no holiday,281.54,40,Clouds,6028,4,Evening,10
2012-10-12 18:00:00,no holiday,280.21,20,Clouds,5257,4,Evening,10
2012-10-12 23:00:00,no holiday,282.2,56,Clear,1897,4,Night,10
2012-10-13 00:00:00,no holiday,272.58,1,Clear,1335,5,Late Night,10
2012-10-13 01:00:00,no holiday,272.06,1,Clear,769,5,Late Night,10
2012-10-13 02:00:00,no holiday,270.99,1,Clear,570,5,Late Night,10
2012-10-13 03:00:00,no holiday,270.29,20,Clouds,413,5,Late Night,10
2012-10-13 04:00:00,no holiday,269.48,1,Clear,399,5,Early Morning,10
2012-10-13 05:00:00,no holiday,269.27,1,Clear,740,5,Early Morning,10
2012-10-13 06:00:00,no holiday,268.91,1,Clear,1420,5,Early Morning,10
2012-10-13 07:00:00,no holiday,268.98,75,Clouds,2220,5,Early Morning,10
2012-10-13 08:00:00,no holiday,269.23,40,Clouds,3479,5,Morning,10
2012-10-13 09:00:00,no holiday,272.61,40,Clouds,4546,5,Morning,10
2012-10-13 10:00:00,no holiday,276.78,20,Clouds,4579,5,Morning,10
2012-10-13 11:00:00,no holiday,279.22,1,Clear,4438,5,Morning,10
2012-10-13 12:00:00,no holiday,280.35,1,Clear,4623,5,Afternoon,10
2012-10-13 13:00:00,no holiday,281.81,1,Clear,4440,5,Afternoon,10
2012-10-13 14:00:00,no holiday,283.05,1,Clear,4495,5,Afternoon,10
2012-10-13 15:00:00,no holiday,283.96,1,Clear,4483,5,Afternoon,10
2012-10-13 16:00:00,no holiday,284.53,1,Clear,4591,5,Evening,10
2012-10-13 17:00:00,no holiday,284.44,1,Clear,4477,5,Evening,10
2012-10-13 18:00:00,no holiday,283.64,1,Clear,4221,5,Evening,10
2012-10-13 19:00:00,no holiday,281.85,20,Clouds,3672,5,Evening,10
2012-10-13 20:00:00,no holiday,281.38,1,Clear,3015,5,Night,10
2012-10-13 21:00:00,no holiday,281.84,75,Clouds,2769,5,Night,10
2012-10-13 22:00:00,no holiday,282.23,90,Clouds,2875,5,Night,10
2012-10-13 23:00:00,no holiday,282.18,90,Clouds,1931,5,Night,10
2012-10-14 00:00:00,no holiday,282.49,90,Clouds,1309,6,Late Night,10
2012-10-14 01:00:00,no holiday,282.54,90,Clouds,870,6,Late Night,10
2012-10-14 02:00:00,no holiday,282.58,90,Clouds,654,6,Late Night,10
2012-10-14 03:00:00,no holiday,282.23,90,Clouds,364,6,Late Night,10
2012-10-14 04:00:00,no holiday,282.08,90,Clouds,262,6,Early Morning,10
2012-10-14 05:00:00,no holiday,282.23,90,Clouds,505,6,Early Morning,10
2012-10-14 06:00:00,no holiday,282.24,90,Clouds,861,6,Early Morning,10
2012-10-14 07:00:00,no holiday,282.24,90,Clouds,1132,6,Early Morning,10
2012-10-14 08:00:00,no holiday,282.24,57,Mist,1797,6,Morning,10
2012-10-14 09:00:00,no holiday,282.43,57,Drizzle,2685,6,Morning,10
2012-10-14 09:00:00,no holiday,282.43,57,Mist,2685,6,Morning,10
2012-10-14 09:00:00,no holiday,282.43,57,Haze,2685,6,Morning,10
2012-10-14 10:00:00,no holiday,282.33,57,Drizzle,3370,6,Morning,10
2012-10-14 10:00:00,no holiday,282.33,57,Mist,3370,6,Morning,10
2012-10-14 11:00:00,no holiday,282.82,57,Drizzle,3662,6,Morning,10
2012-10-14 11:00:00,no holiday,282.82,57,Mist,3662,6,Morning,10
2012-10-14 12:00:00,no holiday,283.33,57,Mist,4076,6,Afternoon,10
2012-10-14 12:00:00,no holiday,283.33,57,Rain,4076,6,Afternoon,10
2012-10-14 12:00:00,no holiday,283.33,57,Drizzle,4076,6,Afternoon,10
2012-10-14 13:00:00,no holiday,283.75,93,Mist,4128,6,Afternoon,10
2012-10-14 13:00:00,no holiday,283.75,93,Drizzle,4128,6,Afternoon,10
2012-10-14 13:00:00,no holiday,283.75,93,Rain,4128,6,Afternoon,10
2012-10-14 14:00:00,no holiday,284.09,93,Mist,4358,6,Afternoon,10
2012-10-14 14:00:00,no holiday,284.09,93,Rain,4358,6,Afternoon,10
2012-10-14 14:00:00,no holiday,284.09,93,Drizzle,4358,6,Afternoon,10
2012-10-14 15:00:00,no holiday,284.55,93,Mist,4342,6,Afternoon,10
2012-10-14 15:00:00,no holiday,284.55,93,Rain,4342,6,Afternoon,10
2012-10-14 16:00:00,no holiday,284.68,93,Mist,4234,6,Evening,10
2012-10-14 17:00:00,no holiday,284.64,93,Rain,4271,6,Evening,10
2012-10-14 17:00:00,no holiday,284.64,93,Mist,4271,6,Evening,10
2012-10-14 18:00:00,no holiday,284.4,93,Mist,4080,6,Evening,10
2012-10-14 19:00:00,no holiday,284.17,93,Mist,3453,6,Evening,10
2012-10-14 20:00:00,no holiday,284.03,93,Mist,2718,6,Night,10
2012-10-14 21:00:00,no holiday,283.58,93,Mist,2439,6,Night,10
2012-10-14 22:00:00,no holiday,283.04,93,Mist,1819,6,Night,10
2012-10-14 23:00:00,no holiday,281.95,93,Mist,1002,6,Night,10
2012-10-14 23:00:00,no holiday,281.95,93,Fog,1002,6,Night,10
2012-10-15 00:00:00,no holiday,281.61,93,Mist,542,0,Late Night,10
2012-10-15 00:00:00,no holiday,281.61,93,Fog,542,0,Late Night,10
2012-10-15 01:00:00,no holiday,281.57,85,Fog,303,0,Late Night,10
2012-10-15 02:00:00,no holiday,281.42,85,Fog,239,0,Late Night,10
2012-10-15 03:00:00,no holiday,281.29,85,Mist,335,0,Late Night,10
2012-10-15 03:00:00,no holiday,281.29,85,Fog,335,0,Late Night,10
2012-10-15 04:00:00,no holiday,281.02,85,Fog,810,0,Early Morning,10
2012-10-15 04:00:00,no holiday,281.02,85,Mist,810,0,Early Morning,10
2012-10-15 05:00:00,no holiday,280.82,85,Mist,2606,0,Early Morning,10
2012-10-15 05:00:00,no holiday,280.82,85,Fog,2606,0,Early Morning,10
2012-10-15 06:00:00,no holiday,280.39,85,Mist,5714,0,Early Morning,10
2012-10-15 07:00:00,no holiday,280.19,100,Mist,6798,0,Early Morning,10
2012-10-15 08:00:00,no holiday,279.82,100,Mist,6114,0,Morning,10
2012-10-15 09:00:00,no holiday,279.75,100,Mist,5094,0,Morning,10
2012-10-15 10:00:00,no holiday,280.07,100,Mist,4473,0,Morning,10
2012-10-15 11:00:00,no holiday,280.32,90,Clouds,4529,0,Morning,10
2012-10-15 12:00:00,no holiday,281.72,100,Clear,4823,0,Afternoon,10
2012-10-15 13:00:00,no holiday,284.01,40,Clouds,4872,0,Afternoon,10
2012-10-15 14:00:00,no holiday,285.88,1,Clear,5238,0,Afternoon,10
2012-10-15 15:00:00,no holiday,286.87,1,Clear,5584,0,Afternoon,10
2012-10-15 16:00:00,no holiday,287.6,20,Clouds,6246,0,Evening,10
2012-10-15 17:00:00,no holiday,287.27,20,Clouds,5957,0,Evening,10
2012-10-15 18:00:00,no holiday,286.18,20,Clouds,4535,0,Evening,10
2012-10-15 19:00:00,no holiday,285.2,75,Clouds,3234,0,Evening,10
2012-10-15 20:00:00,no holiday,284.68,75,Clouds,2677,0,Night,10
2012-10-15 21:00:00,no holiday,284.49,90,Clouds,2077,0,Night,10
2012-10-15 22:00:00,no holiday,283.54,20,Clouds,1380,0,Night,10
2012-10-15 23:00:00,no holiday,282.33,75,Clouds,927,0,Night,10
2012-10-16 00:00:00,no holiday,281.21,20,Clouds,500,1,Late Night,10
2012-10-16 01:00:00,no holiday,279.87,1,Clear,324,1,Late Night,10
2012-10-16 02:00:00,no holiday,278.93,1,Clear,257,1,Late Night,10
2012-10-16 03:00:00,no holiday,277.91,1,Clear,354,1,Late Night,10
2012-10-16 04:00:00,no holiday,277.21,1,Clear,769,1,Early Morning,10
2012-10-16 05:00:00,no holiday,276.61,1,Clear,2769,1,Early Morning,10
2012-10-16 06:00:00,no holiday,276.11,1,Clear,5789,1,Early Morning,10
2012-10-16 07:00:00,no holiday,274.81,20,Clouds,7055,1,Early Morning,10
2012-10-16 08:00:00,no holiday,274.99,20,Clouds,6408,1,Morning,10
2012-10-16 09:00:00,no holiday,277.91,20,Clouds,5254,1,Morning,10
2012-10-16 10:00:00,no holiday,280.71,20,Clouds,4547,1,Morning,10
2012-10-16 11:00:00,no holiday,283.85,20,Clouds,4784,1,Morning,10
2012-10-16 12:00:00,no holiday,286.01,40,Clouds,5015,1,Afternoon,10
2012-10-16 13:00:00,no holiday,286.31,1,Clear,5057,1,Afternoon,10
2012-10-16 14:00:00,no holiday,288.15,75,Clouds,5430,1,Afternoon,10
2012-10-16 15:00:00,no holiday,289.15,75,Clouds,5813,1,Afternoon,10
2012-10-16 16:00:00,no holiday,288.99,75,Clouds,6496,1,Evening,10
2012-10-16 17:00:00,no holiday,288.86,75,Clouds,6429,1,Evening,10
2012-10-16 18:00:00,no holiday,288.16,90,Clouds,5142,1,Evening,10
2012-10-16 19:00:00,no holiday,287.28,68,Rain,3311,1,Evening,10
2012-10-16 20:00:00,no holiday,287.04,90,Clouds,2777,1,Night,10
2012-10-16 21:00:00,no holiday,286.9,90,Clouds,2331,1,Night,10
